veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat,split
0.73,0.884863218,,,,STNWG,4,F,A,2,V_or_H
1.35,0.917310893,,,,SEDAN,3,M,A,2,V_or_H
3.72,0.352004825,,,,TRUCK,2,M,A,4,V_or_H
1.43,0.358915184,,,,COUPE,4,M,A,5,V_or_H
1.23,0.365660103,,,,HDTOP,4,M,A,4,V_or_H
0.73,0.360800942,,,,HBACK,4,M,A,4,V_or_H
1.32,0.999359523,,,,HBACK,3,F,A,3,V_or_H
2.71,0.886023518,,,,STNWG,3,M,A,4,V_or_H
3.37,0.388035023,,,,STNWG,3,F,A,3,V_or_H
1.59,0.88221741,,,,STNWG,4,M,A,4,V_or_H
3.46,0.461439157,,,,STNWG,1,M,A,4,V_or_H
1.73,0.878533671,,,,HBACK,3,F,A,4,V_or_H
1.76,0.258147954,,,,SEDAN,2,F,A,1,V_or_H
1.45,0.882822637,,,,SEDAN,3,M,A,5,V_or_H
1.73,0.790489772,,,,STNWG,4,M,A,5,V_or_H
2.72,0.815366938,,,,UTE,2,F,A,3,V_or_H
1.46,0.24229278,,,,HBACK,1,F,A,1,V_or_H
1.32,0.25747026,,,,HBACK,1,F,A,3,V_or_H
1.7,0.561615506,,,,SEDAN,1,F,A,1,V_or_H
6.48,0.519934076,,,,STNWG,1,M,A,3,V_or_H
2.55,0.252652459,,,,PANVN,2,M,A,3,V_or_H
1.5,0.114295894,,,,UTE,3,M,A,2,V_or_H
1.74,0.304034546,,,,HBACK,2,F,A,3,V_or_H
2.9,0.714602179,,,,SEDAN,2,M,A,5,V_or_H
0.43,0.48940352,,,,HBACK,4,M,A,6,V_or_H
1.21,0.434896274,,,,SEDAN,4,F,A,3,V_or_H
1.91,0.635484783,,,,SEDAN,2,M,A,6,V_or_H
2.06,0.886043167,,,,HDTOP,3,M,A,2,V_or_H
1.2,0.817671198,,,,HBACK,3,M,A,1,V_or_H
1.4,0.839641419,,,,HBACK,3,M,A,2,V_or_H
1.21,0.919326229,,,,SEDAN,3,F,A,3,V_or_H
4.22,0.266360404,,,,STNWG,2,M,A,4,V_or_H
0.91,0.237698698,,,,HBACK,3,M,A,2,V_or_H
0.93,0.635193382,,,,SEDAN,4,M,A,6,V_or_H
1.55,0.21796409,,,,STNWG,4,F,A,2,V_or_H
1.24,0.862135572,,,,UTE,4,M,A,2,V_or_H
3.62,0.806835865,,,,UTE,2,M,A,1,V_or_H
1.77,0.812088918,,,,HBACK,1,F,A,4,V_or_H
0.47,0.482005582,,,,SEDAN,4,M,A,2,V_or_H
0.78,0.282807962,,,,HBACK,3,F,A,2,V_or_H
1.56,0.354953321,,,,HBACK,2,F,A,2,V_or_H
1.99,0.891578151,,,,SEDAN,2,F,A,6,V_or_H
1.12,0.553726822,,,,SEDAN,3,M,A,5,V_or_H
1.17,0.589336312,,,,SEDAN,3,F,A,5,V_or_H
0.72,0.437155382,,,,SEDAN,4,F,A,4,V_or_H
1.66,0.578330916,,,,HBACK,2,F,A,2,V_or_H
2.85,0.6351709,,,,STNWG,3,M,A,6,V_or_H
3.02,0.858936579,,,,STNWG,2,M,A,4,V_or_H
1.28,0.891771698,,,,HBACK,2,F,A,5,V_or_H
1.37,0.802873616,,,,HBACK,2,M,A,3,V_or_H
0.8,0.616534394,,,,STNWG,4,M,A,5,V_or_H
5.76,0.523636023,,,,STNWG,1,M,A,3,V_or_H
1.38,0.530760188,,,,HBACK,1,F,A,5,V_or_H
1.04,0.325490876,,,,SEDAN,3,M,A,3,V_or_H
1.27,0.896069268,,,,HBACK,3,F,A,5,V_or_H
1.65,0.079977169,,,,SEDAN,1,M,A,6,V_or_H
1.53,0.866956466,,,,HBACK,1,M,A,5,V_or_H
0.41,0.896307389,,,,SEDAN,4,F,A,5,V_or_H
1.9,0.867792962,,,,SEDAN,2,M,A,6,V_or_H
1.58,0.447675744,,,,SEDAN,3,M,A,3,V_or_H
0.43,0.877083382,,,,SEDAN,4,M,A,4,V_or_H
1.15,0.869307946,,,,HBACK,2,F,A,5,V_or_H
1.05,0.121047845,,,,SEDAN,3,F,A,3,V_or_H
2.33,0.896829044,,,,SEDAN,2,F,A,5,V_or_H
0.91,0.898270323,,,,SEDAN,4,M,A,2,V_or_H
7.68,0.337717558,,,,STNWG,1,M,A,5,V_or_H
1.57,0.62404801,,,,SEDAN,2,F,A,4,V_or_H
1.08,0.476009665,,,,STNWG,3,F,A,2,V_or_H
1.93,0.113948275,,,,STNWG,4,M,A,3,V_or_H
1.69,0.192069412,,,,UTE,3,F,A,4,V_or_H
1.32,0.543720866,,,,SEDAN,3,M,A,5,V_or_H
1.5,0.529775201,,,,HBACK,1,F,A,6,V_or_H
0.47,0.872212305,,,,STNWG,4,F,A,3,V_or_H
1.32,0.988918363,,,,SEDAN,4,M,A,4,V_or_H
2.68,0.772333387,,,,SEDAN,1,M,A,3,V_or_H
1.36,0.973367762,,,,HBACK,2,F,A,4,V_or_H
5.81,0.632880117,,,,SEDAN,4,F,A,1,V_or_H
0.4,0.350754968,,,,UTE,4,M,A,2,V_or_H
1.1,0.855607393,,,,SEDAN,3,M,A,2,V_or_H
0.82,0.89482953,,,,HBACK,3,F,A,2,V_or_H
1.2,0.334353935,,,,HBACK,2,M,A,3,V_or_H
1.42,0.897544998,,,,HBACK,1,F,A,4,V_or_H
2.42,0.832580076,,,,SEDAN,2,F,A,5,V_or_H
1.91,0.526625891,,,,HBACK,1,F,A,3,V_or_H
3.86,0.532830262,,,,STNWG,2,M,A,4,V_or_H
0.93,0.89719482,,,,HBACK,3,F,A,5,V_or_H
2.08,0.499891933,,,,SEDAN,2,F,A,4,V_or_H
0.45,0.252708497,,,,SEDAN,4,F,A,3,V_or_H
0.82,0.999359114,,,,PANVN,4,M,A,4,V_or_H
1.64,0.239195641,,,,HBACK,1,F,A,4,V_or_H
1.38,0.634371922,,,,HBACK,2,F,A,6,V_or_H
3.29,0.486743056,,,,STNWG,3,F,A,2,V_or_H
0.68,0.635724514,,,,HBACK,4,M,A,6,V_or_H
0.4,0.678806704,,,,HBACK,4,M,A,5,V_or_H
1.38,0.932011458,,,,HBACK,2,F,A,4,V_or_H
1.91,0.544641593,,,,HBACK,1,M,A,1,V_or_H
2.79,0.765951694,,,,STNWG,2,F,A,5,V_or_H
1.96,0.63421737,,,,SEDAN,2,F,A,4,V_or_H
15.93,0.548020657,,,,SEDAN,1,M,A,5,V_or_H
2.35,0.341853831,,,,UTE,2,M,A,5,V_or_H
2.06,0.857202288,,,,HBACK,2,M,A,4,V_or_H
3.29,0.892050613,,,,STNWG,1,F,A,3,V_or_H
1.78,0.58368963,,,,SEDAN,2,M,A,5,V_or_H
1.07,0.999366906,,,,HBACK,4,F,A,5,V_or_H
0.54,0.806598658,,,,HBACK,4,F,A,4,V_or_H
2.27,0.525803851,,,,PANVN,2,M,A,1,V_or_H
1.28,0.16935967,,,,SEDAN,3,F,A,3,V_or_H
0.46,0.647026528,,,,HBACK,4,F,A,6,V_or_H
0.54,0.148588345,,,,STNWG,4,M,A,4,V_or_H
0.5,0.617915681,,,,HBACK,4,F,A,6,V_or_H
0.55,0.849784998,,,,HBACK,4,F,A,4,V_or_H
0.47,0.158884207,,,,HBACK,4,M,A,5,V_or_H
3.2,0.143758347,,,,STNWG,2,M,A,4,V_or_H
1.87,0.191101263,,,,SEDAN,2,M,A,3,V_or_H
1.22,0.163915023,,,,HBACK,2,F,A,2,V_or_H
1.72,0.584889233,,,,SEDAN,2,M,A,5,V_or_H
0.49,0.170529437,,,,SEDAN,4,F,A,4,V_or_H
1.39,0.483953076,,,,SEDAN,2,F,A,1,V_or_H
2.7,0.569075281,,,,SEDAN,1,F,A,4,V_or_H
1.69,0.274248191,,,,SEDAN,1,F,A,1,V_or_H
1.71,0.895390468,,,,HDTOP,3,M,A,4,V_or_H
0.7,0.281854554,,,,HBACK,3,M,A,2,V_or_H
1.02,0.118691914,,,,SEDAN,4,F,A,5,V_or_H
0.44,0.70853333,,,,SEDAN,4,F,A,4,V_or_H
3.76,0.18220498,,,,SEDAN,2,F,A,5,V_or_H
3.16,0.23560976,,,,HDTOP,1,F,A,5,V_or_H
0.73,0.459567343,,,,TRUCK,4,F,A,3,V_or_H
5.91,0.333730991,,,,STNWG,2,F,A,5,V_or_H
0.51,0.147650366,,,,SEDAN,4,F,A,4,V_or_H
2.17,0.262746055,,,,COUPE,3,F,A,2,V_or_H
3.4,0.482692701,,,,SEDAN,4,M,A,2,V_or_H
2.26,0.517769001,,,,PANVN,2,M,A,1,V_or_H
1.86,0.856314848,,,,HBACK,2,F,A,4,V_or_H
0.56,0.467519013,,,,SEDAN,4,F,A,1,V_or_H
1.26,0.252407551,,,,STNWG,4,M,A,1,V_or_H
0.76,0.631038387,,,,STNWG,4,M,A,5,V_or_H
1.61,0.259047979,,,,HBACK,1,F,A,1,V_or_H
2.49,0.82210274,,,,SEDAN,1,F,A,4,V_or_H
3.38,0.887821345,,,,MIBUS,2,F,A,3,V_or_H
1.45,0.306879309,,,,SEDAN,3,M,A,6,V_or_H
1.63,0.416176279,,,,HBACK,1,F,A,4,V_or_H
1.34,0.56918341,,,,HBACK,2,M,A,2,V_or_H
2.17,0.910450346,,,,HBACK,2,F,A,4,V_or_H
7.74,0.047149278,,,,STNWG,1,M,A,2,V_or_H
3.29,0.580876318,,,,UTE,2,M,A,3,V_or_H
1.33,0.494695474,,,,HBACK,1,M,A,2,V_or_H
0.83,0.327060564,,,,SEDAN,3,F,A,2,V_or_H
1.16,0.417541603,,,,HBACK,2,F,A,5,V_or_H
1.69,0.322568948,,,,STNWG,3,F,A,3,V_or_H
4.23,0.595258962,,,,STNWG,2,M,A,3,V_or_H
2.04,0.615851042,,,,STNWG,4,M,A,4,V_or_H
1.42,0.460267454,,,,HBACK,2,F,A,1,V_or_H
2.01,0.084384735,,,,SEDAN,2,M,A,4,V_or_H
1.38,0.60384285,,,,STNWG,4,M,A,4,V_or_H
1.48,0.523743595,,,,PANVN,3,M,A,1,V_or_H
1.49,0.59222647,,,,SEDAN,3,F,A,5,V_or_H
0.92,0.441772847,,,,HBACK,3,F,A,3,V_or_H
0.71,0.467043937,,,,HBACK,4,F,A,2,V_or_H
3.46,0.37587101,,,,STNWG,1,M,A,4,V_or_H
0.92,0.851803976,,,,SEDAN,4,M,A,3,V_or_H
1.26,0.531108627,,,,HBACK,4,F,A,5,V_or_H
0.69,0.526359618,,,,PANVN,4,M,A,1,V_or_H
1.41,0.226784372,,,,SEDAN,3,M,A,2,V_or_H
2.23,0.6123929,,,,HDTOP,2,F,A,3,V_or_H
0.39,0.14231498,,,,HBACK,4,M,A,5,V_or_H
0.84,0.502701674,,,,COUPE,4,F,A,2,V_or_H
2.14,0.153484312,,,,TRUCK,2,M,A,5,V_or_H
1.82,0.181694995,,,,PANVN,3,M,A,1,V_or_H
3.74,0.999363032,,,,UTE,1,M,A,1,V_or_H
3.23,0.179234772,,,,STNWG,1,M,A,4,V_or_H
1.84,0.446225842,,,,SEDAN,2,F,A,2,V_or_H
1.32,0.162431819,,,,HBACK,3,F,A,4,V_or_H
2.06,0.145581262,,,,UTE,2,M,A,5,V_or_H
1.67,0.519404728,,,,SEDAN,2,M,A,4,V_or_H
0.83,0.834751814,,,,SEDAN,4,F,A,3,V_or_H
1.81,0.299986334,,,,SEDAN,3,F,A,4,V_or_H
1.33,0.783163949,,,,UTE,4,M,A,2,V_or_H
5.02,0.843472846,,,,STNWG,1,F,A,1,V_or_H
3.57,0.881959026,,,,UTE,2,M,A,3,V_or_H
3.73,0.124311567,,,,UTE,1,M,A,1,V_or_H
1.29,0.991839077,,,,SEDAN,3,F,A,2,V_or_H
1.3,0.852754794,,,,SEDAN,3,F,A,4,V_or_H
1.11,0.066074313,,,,HBACK,4,M,A,2,V_or_H
1.36,0.539633071,,,,SEDAN,2,F,A,2,V_or_H
1.23,0.426123037,,,,STNWG,4,M,A,3,V_or_H
1.38,0.151274654,,,,UTE,3,M,A,4,V_or_H
1.44,0.148400738,,,,STNWG,4,F,A,4,V_or_H
1.17,0.562665972,,,,SEDAN,3,M,A,6,V_or_H
0.77,0.410701303,,,,SEDAN,4,M,A,4,V_or_H
1.92,0.448761415,,,,SEDAN,2,F,A,4,V_or_H
1.69,0.10263568,,,,MCARA,4,M,A,5,V_or_H
2.1,0.281169502,,,,STNWG,4,M,A,3,V_or_H
1.62,0.214826239,,,,UTE,2,M,A,3,V_or_H
2.13,0.427106882,,,,SEDAN,2,M,A,3,V_or_H
3.11,0.560549629,,,,SEDAN,2,F,A,1,V_or_H
0.42,0.6332369,,,,SEDAN,4,F,A,5,V_or_H
1.07,0.469921452,,,,SEDAN,3,F,A,1,V_or_H
1.78,0.639587328,,,,STNWG,3,F,A,3,V_or_H
1.04,0.620248898,,,,SEDAN,4,F,A,5,V_or_H
1.17,0.414161592,,,,STNWG,4,M,A,6,V_or_H
1.19,0.991669706,,,,HBACK,3,F,A,4,V_or_H
1.86,0.412261749,,,,COUPE,4,F,A,4,V_or_H
1.28,0.880688921,,,,HBACK,3,M,A,1,V_or_H
1.11,0.407372076,,,,SEDAN,4,F,A,5,V_or_H
1.17,0.414423101,,,,HBACK,3,F,A,5,V_or_H
1.85,0.39381424,,,,COUPE,4,M,A,4,V_or_H
0.79,0.40069623,,,,SEDAN,4,F,A,2,V_or_H
2.33,0.167979277,,,,SEDAN,2,F,A,6,V_or_H
0.76,0.404942583,,,,SEDAN,4,F,A,5,V_or_H
1.77,0.433308909,,,,SEDAN,1,M,A,6,V_or_H
1.08,0.400065624,,,,HBACK,3,F,A,5,V_or_H
0.93,0.519897583,,,,SEDAN,3,M,A,4,V_or_H
5.18,0.426858466,,,,STNWG,2,M,A,5,V_or_H
1.46,0.392615686,,,,SEDAN,3,F,A,4,V_or_H
0.65,0.159495477,,,,SEDAN,4,F,A,4,V_or_H
0.78,0.643750398,,,,SEDAN,4,M,A,1,V_or_H
1.41,0.659298268,,,,UTE,3,M,A,5,V_or_H
0.75,0.169499493,,,,SEDAN,4,M,A,1,V_or_H
1,0.326508309,,,,HBACK,3,F,A,4,V_or_H
1.44,0.416077126,,,,SEDAN,3,M,A,4,V_or_H
0.83,0.879170446,,,,HBACK,3,M,A,1,V_or_H
1.51,0.747720313,,,,HBACK,1,F,A,6,V_or_H
1.03,0.477034184,,,,HBACK,3,F,A,2,V_or_H
1.03,0.604561941,,,,HBACK,3,F,A,5,V_or_H
1.61,0.554884107,,,,HBACK,1,M,A,5,V_or_H
0.64,0.211929299,,,,HBACK,4,F,A,5,V_or_H
1.42,0.794313191,,,,HBACK,1,F,A,2,V_or_H
1.17,0.469747019,,,,SEDAN,3,F,A,4,V_or_H
0.75,0.129179486,,,,HBACK,4,F,A,5,V_or_H
1.42,0.584028055,,,,MIBUS,3,M,A,3,V_or_H
0.34,0.167274549,,,,HBACK,4,F,A,4,V_or_H
2.26,0.398339002,,,,STNWG,2,M,A,3,V_or_H
2.01,0.429669813,,,,STNWG,4,M,A,5,V_or_H
1.16,0.613086465,,,,SEDAN,4,M,A,4,V_or_H
0.95,0.541687366,,,,HBACK,3,F,A,3,V_or_H
2.58,0.788856887,,,,SEDAN,1,F,A,1,V_or_H
5.69,0.190600522,,,,STNWG,2,M,A,2,V_or_H
1.44,0.798621224,,,,COUPE,3,F,A,4,V_or_H
4.03,0.907626328,,,,STNWG,1,F,A,3,V_or_H
2.91,0.225482775,,,,SEDAN,3,M,A,4,V_or_H
0.77,0.880410556,,,,HBACK,4,F,A,4,V_or_H
1.33,0.432468234,,,,TRUCK,4,M,A,4,V_or_H
1.38,0.08396749,,,,UTE,3,F,A,5,V_or_H
1.98,0.228121078,,,,STNWG,3,M,A,3,V_or_H
2.49,0.140200203,,,,STNWG,3,F,A,3,V_or_H
1.7,0.672779719,,,,SEDAN,2,M,A,1,V_or_H
0.76,0.573125216,,,,HBACK,3,M,A,3,V_or_H
3.16,0.919640568,,,,STNWG,3,F,A,3,V_or_H
2.02,0.322210602,,,,STNWG,2,F,A,4,V_or_H
1.51,0.663919853,,,,SEDAN,3,F,A,4,V_or_H
1.51,0.343305146,,,,HBACK,2,F,A,2,V_or_H
2.22,0.514533099,,,,STNWG,3,M,A,6,V_or_H
1.28,0.392076412,,,,SEDAN,3,F,A,4,V_or_H
1.65,0.318935122,,,,SEDAN,2,F,A,2,V_or_H
2.15,0.311036,,,,COUPE,3,F,A,3,V_or_H
1.11,0.571325226,,,,HBACK,2,F,A,2,V_or_H
0.47,0.447582169,,,,SEDAN,4,F,A,6,V_or_H
1.89,0.495608622,,,,HBACK,1,F,A,4,V_or_H
0.95,0.256442892,,,,SEDAN,3,F,A,4,V_or_H
1.03,0.825380738,,,,SEDAN,4,F,A,3,V_or_H
1.36,0.711520967,,,,SEDAN,3,F,A,2,V_or_H
1.64,0.606905261,,,,HBACK,1,M,A,6,V_or_H
1.59,0.893966201,,,,SEDAN,2,F,A,4,V_or_H
1.06,0.847177355,,,,SEDAN,4,F,A,3,V_or_H
2.33,0.464597226,,,,STNWG,2,M,A,2,V_or_H
1.68,0.090830189,,,,SEDAN,2,F,A,5,V_or_H
1.19,0.610342173,,,,SEDAN,3,M,A,5,V_or_H
0.5,0.416237763,,,,HBACK,4,F,A,6,V_or_H
2.14,0.823477227,,,,SEDAN,2,M,A,3,V_or_H
2.1,0.51065738,,,,STNWG,3,F,A,1,V_or_H
2.78,0.408791971,,,,SEDAN,2,M,A,5,V_or_H
1.3,0.288118724,,,,UTE,4,F,A,3,V_or_H
0.55,0.406101266,,,,SEDAN,4,F,A,6,V_or_H
2.15,0.474260677,,,,SEDAN,1,F,A,4,V_or_H
1.23,0.616057605,,,,STNWG,4,F,A,2,V_or_H
2.2,0.991464159,,,,SEDAN,2,F,A,5,V_or_H
0.43,0.397812482,,,,STNWG,4,F,A,6,V_or_H
1.4,0.405602892,,,,HBACK,1,F,A,5,V_or_H
1.34,0.435909199,,,,HBACK,3,F,A,4,V_or_H
2.38,0.46289056,,,,HBACK,1,F,A,5,V_or_H
6.2,0.878956911,,,,STNWG,1,M,A,3,V_or_H
1.03,0.866538257,,,,PANVN,4,M,A,5,V_or_H
2.15,0.99935385,,,,HBACK,1,F,A,4,V_or_H
0.41,0.867650665,,,,STNWG,4,M,A,4,V_or_H
1.03,0.868585874,,,,HBACK,3,F,A,2,V_or_H
2.24,0.867100193,,,,SEDAN,2,F,A,6,V_or_H
1.77,0.361103702,,,,SEDAN,2,F,A,6,V_or_H
1.91,0.338141712,,,,SEDAN,2,M,A,3,V_or_H
1.84,0.237532212,,,,SEDAN,1,F,A,5,V_or_H
1.11,0.452254459,,,,SEDAN,3,F,A,5,V_or_H
1.11,0.51876251,,,,HDTOP,4,M,A,2,V_or_H
2.35,0.305735923,,,,SEDAN,1,M,A,2,V_or_H
6.87,0.560870533,,,,STNWG,2,F,A,3,V_or_H
1.21,0.168949289,,,,STNWG,3,M,A,3,V_or_H
0.69,0.565504565,,,,HBACK,4,M,A,2,V_or_H
1.91,0.281489463,,,,SEDAN,2,F,A,5,V_or_H
2.72,0.696174783,,,,SEDAN,1,M,A,2,V_or_H
1.98,0.152221884,,,,SEDAN,1,M,A,2,V_or_H
1.02,0.441590009,,,,SEDAN,3,M,A,2,V_or_H
2.93,0.304921243,,,,STNWG,3,M,A,4,V_or_H
2.18,0.203250691,,,,SEDAN,2,M,A,6,V_or_H
2.44,0.908251274,,,,SEDAN,1,F,A,4,V_or_H
0.39,0.966251444,,,,SEDAN,4,M,A,5,V_or_H
0.57,0.178221642,,,,HBACK,4,M,A,2,V_or_H
0.6,0.19900758,,,,SEDAN,4,M,A,4,V_or_H
1.2,0.452873488,,,,SEDAN,3,F,A,3,V_or_H
0.84,0.176134103,,,,HBACK,3,M,A,5,V_or_H
1.37,0.963495636,,,,STNWG,3,F,A,3,V_or_H
2.75,0.263808436,,,,SEDAN,1,F,A,2,V_or_H
2.04,0.346995686,,,,SEDAN,2,M,A,2,V_or_H
0.49,0.45395829,,,,HBACK,4,F,A,6,V_or_H
0.42,0.094916773,,,,HBACK,4,F,A,1,V_or_H
1.21,0.187167218,,,,STNWG,4,F,A,4,V_or_H
1.87,0.269663117,,,,SEDAN,2,M,A,4,V_or_H
1.39,0.424817924,,,,HBACK,1,F,A,6,V_or_H
1.22,0.158206023,,,,SEDAN,3,M,A,4,V_or_H
0.52,0.41030934,,,,STNWG,4,M,A,6,V_or_H
2.09,0.448790371,,,,STNWG,3,M,A,2,V_or_H
2.73,0.657203908,,,,STNWG,2,F,A,2,V_or_H
0.39,0.881499939,,,,SEDAN,4,F,A,4,V_or_H
0.45,0.654994891,,,,HBACK,4,F,A,3,V_or_H
1.34,0.656588699,,,,HBACK,3,M,A,6,V_or_H
1.72,0.378800074,,,,STNWG,4,F,A,3,V_or_H
1.48,0.382532394,,,,STNWG,4,M,A,5,V_or_H
2.02,0.165145931,,,,SEDAN,2,M,A,6,V_or_H
1.64,0.999366058,,,,STNWG,4,M,A,3,V_or_H
1.85,0.072223063,,,,SEDAN,1,M,A,1,V_or_H
3.01,0.793109984,,,,STNWG,1,F,A,5,V_or_H
1.78,0.989010596,,,,HBACK,3,F,A,3,V_or_H
1.38,0.412336618,,,,SEDAN,3,F,A,2,V_or_H
1.09,0.615236419,,,,SEDAN,3,M,A,4,V_or_H
0.58,0.176724166,,,,HBACK,4,M,A,5,V_or_H
0.68,0.859851952,,,,HBACK,4,F,A,2,V_or_H
1.48,0.878961834,,,,SEDAN,3,F,A,3,V_or_H
1.96,0.612668536,,,,SEDAN,1,M,A,6,V_or_H
0.54,0.243650057,,,,SEDAN,4,F,A,4,V_or_H
1.45,0.450992268,,,,HBACK,2,F,A,6,V_or_H
0.45,0.345914858,,,,STNWG,4,F,A,3,V_or_H
1.37,0.473748483,,,,HBACK,2,F,A,5,V_or_H
2.3,0.768361656,,,,HBACK,2,M,A,6,V_or_H
1.9,0.116869868,,,,UTE,3,M,A,2,V_or_H
1.27,0.199838656,,,,HBACK,3,F,A,1,V_or_H
2.01,0.612128065,,,,HBACK,3,F,A,4,V_or_H
0.78,0.270279563,,,,HBACK,3,M,A,3,V_or_H
0.46,0.865020901,,,,HBACK,4,M,A,3,V_or_H
1.89,0.49565426,,,,UTE,2,F,A,1,V_or_H
1.39,0.929248196,,,,HBACK,1,F,A,6,V_or_H
2.06,0.620549941,,,,STNWG,2,M,A,5,V_or_H
2.42,0.185704946,,,,SEDAN,2,M,A,5,V_or_H
0.72,0.863212033,,,,HBACK,4,F,A,5,V_or_H
1.61,0.35026671,,,,HBACK,1,F,A,4,V_or_H
0.78,0.886661015,,,,SEDAN,4,F,A,5,V_or_H
2.67,0.867276071,,,,HDTOP,1,M,A,4,V_or_H
0.69,0.643723086,,,,SEDAN,4,M,A,4,V_or_H
0.91,0.892171911,,,,HBACK,3,F,A,3,V_or_H
1.82,0.864574013,,,,SEDAN,3,M,A,5,V_or_H
1.02,0.435990281,,,,STNWG,4,M,A,2,V_or_H
1.56,0.64673624,,,,SEDAN,3,F,A,5,V_or_H
1.94,0.848373442,,,,STNWG,4,F,A,3,V_or_H
1.97,0.243867591,,,,SEDAN,1,F,A,5,V_or_H
2.45,0.497430135,,,,SEDAN,2,M,A,2,V_or_H
0.47,0.436455121,,,,HBACK,4,F,A,6,V_or_H
1.94,0.525080275,,,,STNWG,3,F,A,2,V_or_H
1.33,0.428481294,,,,STNWG,4,M,A,2,V_or_H
1.56,0.308617277,,,,SEDAN,2,F,A,1,V_or_H
1.15,0.446104032,,,,HBACK,3,F,A,6,V_or_H
1.71,0.177127393,,,,HBACK,1,F,A,4,V_or_H
1.1,0.750524219,,,,STNWG,4,F,A,2,V_or_H
1.62,0.288478432,,,,HBACK,1,F,A,1,V_or_H
0.97,0.474492485,,,,HDTOP,4,M,A,2,V_or_H
2.96,0.103207922,,,,STNWG,3,F,A,3,V_or_H
2.09,0.482746343,,,,SEDAN,2,F,A,3,V_or_H
1.07,0.52946069,,,,HDTOP,4,M,A,3,V_or_H
0.84,0.116702434,,,,SEDAN,4,M,A,2,V_or_H
1.47,0.54874363,,,,STNWG,4,M,A,2,V_or_H
0.33,0.075307732,,,,HBACK,4,M,A,2,V_or_H
0.64,0.272169049,,,,STNWG,4,F,A,3,V_or_H
0.52,0.874373433,,,,HBACK,4,M,A,3,V_or_H
1.19,0.815270024,,,,STNWG,3,M,A,1,V_or_H
9.28,0.838937181,,,,STNWG,1,M,A,1,V_or_H
1.82,0.396471604,,,,SEDAN,3,M,A,2,V_or_H
0.56,0.107501304,,,,SEDAN,4,M,A,1,V_or_H
1.41,0.075375645,,,,HBACK,3,M,A,5,V_or_H
0.35,0.341410803,,,,HBACK,4,F,A,6,V_or_H
1.88,0.407494155,,,,STNWG,3,F,A,3,V_or_H
1.74,0.601738511,,,,HBACK,2,M,A,6,V_or_H
9.04,0.25168278,,,,SEDAN,1,F,A,4,V_or_H
1,0.842948302,,,,HBACK,3,F,A,2,V_or_H
4.13,0.526127214,,,,STNWG,1,M,A,6,V_or_H
2.17,0.56474365,,,,STNWG,3,M,A,3,V_or_H
1.49,0.282777415,,,,UTE,4,M,A,2,V_or_H
0.63,0.544119022,,,,SEDAN,4,F,A,5,V_or_H
1.14,0.267833574,,,,SEDAN,3,F,A,3,V_or_H
0.84,0.493225645,,,,SEDAN,4,M,A,4,V_or_H
3.01,0.849583232,,,,SEDAN,1,M,A,2,V_or_H
1.49,0.524024417,,,,HBACK,2,F,A,3,V_or_H
2.26,0.872403303,,,,SEDAN,2,F,A,4,V_or_H
0.57,0.404627375,,,,HBACK,4,F,A,3,V_or_H
0.76,0.225176759,,,,STNWG,4,M,A,4,V_or_H
2.06,0.252327756,,,,SEDAN,2,M,A,2,V_or_H
1.54,0.527741686,,,,HBACK,1,M,A,6,V_or_H
2.36,0.661176757,,,,HDTOP,2,M,A,3,V_or_H
1.56,0.872081848,,,,HBACK,2,M,A,2,V_or_H
0.44,0.215317641,,,,SEDAN,4,F,A,4,V_or_H
6.76,0.793130329,,,,SEDAN,1,F,A,5,V_or_H
1.18,0.822821413,,,,STNWG,4,F,A,2,V_or_H
1.83,0.420888097,,,,STNWG,3,F,A,4,V_or_H
0.89,0.486508481,,,,SEDAN,3,F,A,2,V_or_H
2.11,0.130749679,,,,HBACK,2,F,A,4,V_or_H
1.13,0.633087735,,,,SEDAN,4,F,A,5,V_or_H
2.73,0.256267335,,,,SEDAN,1,M,A,5,V_or_H
2.31,0.656887978,,,,UTE,3,M,A,2,V_or_H
1.33,0.833786814,,,,HBACK,2,F,A,2,V_or_H
2.26,0.251520082,,,,STNWG,4,M,A,2,V_or_H
1.02,0.441830261,,,,HBACK,3,F,A,1,V_or_H
1.07,0.186963914,,,,SEDAN,4,F,A,2,V_or_H
1.44,0.202983783,,,,HBACK,2,M,A,3,V_or_H
2.35,0.42690111,,,,MIBUS,3,F,A,3,V_or_H
3.41,0.229527192,,,,PANVN,1,F,A,3,V_or_H
3.25,0.449521348,,,,SEDAN,1,F,A,3,V_or_H
0.29,0.835424129,,,,HBACK,4,F,A,2,V_or_H
1.2,0.129012192,,,,SEDAN,3,M,A,2,V_or_H
1.82,0.404417783,,,,SEDAN,2,F,A,3,V_or_H
0.22,0.595772776,,,,HBACK,4,F,A,5,V_or_H
3.57,0.464981315,,,,STNWG,2,M,A,3,V_or_H
2.65,0.388960687,,,,STNWG,3,M,A,3,V_or_H
0.72,0.432792115,,,,SEDAN,4,F,A,3,V_or_H
1.12,0.216173757,,,,SEDAN,3,F,A,4,V_or_H
1.18,0.596054043,,,,SEDAN,3,F,A,4,V_or_H
2.17,0.417400629,,,,STNWG,3,F,A,2,V_or_H
0.37,0.621918802,,,,STNWG,4,M,A,4,V_or_H
